14 1708763873 3.200000 1 3.200000 3.200000 3.200000
14 1708763883 3.200000 1 3.200000 3.200000 3.200000
14 1708763898 0.400000 1 0.400000 0.400000 0.400000
14 1708763908 0.400000 1 0.400000 0.400000 0.400000
14 1708763918 0.400000 1 0.400000 0.400000 0.400000
14 1708763928 0.600000 2 0.600000 0.600000 0.600000
14 1708763933 0.600000 1 0.600000 0.600000 0.600000
14 1708763938 0.200000 1 0.200000 0.200000 0.200000
14 1708763948 0.600000 1 0.600000 0.600000 0.600000
14 1708763963 0.400000 1 0.400000 0.400000 0.400000
14 1708763973 0.600000 2 0.600000 0.600000 0.600000
14 1708763978 0.200000 1 0.200000 0.200000 0.200000
14 1708763983 0.800000 2 0.800000 0.800000 0.800000
14 1708763988 0.200000 1 0.200000 0.200000 0.200000
14 1708763993 0.600000 1 0.600000 0.600000 0.600000
